,,食品名,水分,水溶性食物繊維,不溶性食物繊維,食物繊維総量,低分子量水溶性食物繊維,高分子量水溶性食物繊維,不溶性食物繊維,難消化性でん粉,食物繊維総量,備考
15182,2156,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ プレーン,41.8,0.8,1.4,2.2,-,-,-,-,-,原材料配合割合から推計
15076,2157,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ プレーン ,25.5,0.6,1.0,1.6,-,-,-,-,-,原材料配合割合から推計
15183,2158,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り こしあん,39.0,0.5,2.4,2.9,-,-,-,-,-,原材料配合割合から推計
15184,2159,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り つぶしあん,40.8,0.7,3.0,3.6,-,-,-,-,-,原材料配合割合から推計
15171,2160,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り こしあん,25.5,0.9,3.0,3.9,-,-,-,-,-,原材料配合割合から推計
15172,2161,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り つぶしあん,25.5,1.0,3.8,4.8,-,-,-,-,-,原材料配合割合から推計
15185,2162,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り カスタードクリーム,49.7,0.5,0.9,1.4,-,-,-,-,-,原材料配合割合から推計
15173,2163,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り カスタードクリーム,25.5,0.5,0.8,1.3,-,-,-,-,-,原材料配合割合から推計
15077,2164,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ プレーン,27.5,0.6,0.9,1.5,-,-,-,-,-,原材料配合割合から推計
15174,2165,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り こしあん,27.5,0.4,2.1,2.6,-,-,-,-,-,原材料配合割合から推計
15175,2166,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り つぶしあん,27.5,0.6,2.8,3.4,-,-,-,-,-,原材料配合割合から推計
15176,2167,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り カスタードクリーム,27.5,0.5,0.7,1.2,-,-,-,-,-,原材料配合割合から推計
15078,2168,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ プレーン,20.0,0.6,0.6,1.2,-,-,-,-,-,原材料配合割合から推計
15177,2169,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り こしあん,20.0,0.3,2.1,2.4,-,-,-,-,-,原材料配合割合から推計
15178,2170,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り つぶしあん,20.0,0.5,2.9,3.4,-,-,-,-,-,原材料配合割合から推計
15179,2171,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り カスタードクリーム,20.0,0.3,0.4,0.7,-,-,-,-,-,原材料配合割合から推計
15079,2172,＜ケーキ・ペストリー類＞ パイ パイ皮,32.0,0.6,0.7,1.3,-,-,-,-,-,原材料配合割合から推計
15080,2173,＜ケーキ・ペストリー類＞ パイ アップルパイ,45.0,0.4,0.7,1.2,-,-,-,-,-,原材料配合割合から推計
15081,2174,＜ケーキ・ペストリー類＞ パイ ミートパイ,36.2,0.7,1.1,1.8,-,-,-,-,-,原材料配合割合から推計
15082,2175,＜ケーキ・ペストリー類＞ バターケーキ,20.0,0.3,0.4,0.7,-,-,-,-,-,原材料配合割合から推計
15083,2176,＜ケーキ・ペストリー類＞ ホットケーキ,40.0,0.5,0.6,1.1,-,-,-,-,-,原材料配合割合から推計
15084,2177,＜ケーキ・ペストリー類＞ ワッフル カスタードクリーム入り,45.9,0.4,0.4,0.8,-,-,-,-,-,原材料配合割合から推計
15085,2178,＜ケーキ・ペストリー類＞ ワッフル ジャム入り,33.0,0.7,0.7,1.3,-,-,-,-,-,原材料配合割合から推計
15136,2180,＜デザート菓子類＞ 牛乳寒天,85.2,0,0,0.5,-,-,-,-,-,原材料配合割合から推計
15142,2181,＜デザート菓子類＞ こんにゃくゼリー,83.2,0.8,0,0.8,-,-,-,-,-,原材料配合割合から推計
15087,2182,＜デザート菓子類＞ ゼリー オレンジ,77.6,0.2,0,0.2,-,-,-,-,-,原材料配合割合から推計
15092,2187,＜ビスケット類＞ ウエハース,2.1,0.7,0.5,1.2,-,-,-,-,-,
15141,2188,＜ビスケット類＞ ウエハース クリーム入り,2.7,0.9,1.2,2.1,-,-,-,-,-,原材料配合割合から推計
15093,2189,＜ビスケット類＞ クラッカー オイルスプレークラッカー,2.7,1.5,0.6,2.1,-,-,-,-,-,
15094,2190,＜ビスケット類＞ クラッカー ソーダクラッカー,3.1,1.3,0.8,2.1,-,-,-,-,-,
15095,2191,＜ビスケット類＞ サブレ,3.1,0.6,0.7,1.3,-,-,-,-,-,原材料配合割合から推計
15054,2192,＜ビスケット類＞ 中華風クッキー,3.0,0.5,0.6,1.1,-,-,-,-,-,原材料配合割合から推計
15097,2193,＜ビスケット類＞ ビスケット ハードビスケット,2.6,1.6,0.7,2.3,-,-,-,-,-,
15098,2194,＜ビスケット類＞ ビスケット ソフトビスケット,3.2,0.9,0.5,1.4,-,-,-,-,-,
15099,2195,＜ビスケット類＞ プレッツェル,1.0,1.6,1.0,2.6,-,-,-,-,-,
15096,2196,＜ビスケット類＞ リーフパイ,2.5,0.8,0.9,1.7,-,-,-,-,-,
15100,2197,＜ビスケット類＞ ロシアケーキ,4.0,0.5,1.3,1.8,-,-,-,-,-,原材料配合割合から推計
15101,2198,＜スナック類＞ 小麦粉あられ,2.0,1.1,1.2,2.3,-,-,-,-,-,原材料配合割合から推計
15102,2199,＜スナック類＞ コーンスナック,0.9,0.2,0.8,1.0,-,-,-,-,-,
15103,2200,＜スナック類＞ ポテトチップス ポテトチップス,2.0,1.1,3.1,4.2,-,-,-,-,-,
15104,2201,＜スナック類＞ ポテトチップス 成形ポテトチップス,2.2,1.9,2.9,4.8,-,-,-,-,-,
15107,2204,＜キャンデー類＞ ゼリーキャンデー,16.0,-,0,0.9,-,-,-,-,-,原材料配合割合から推計
15108,2205,＜キャンデー類＞ ゼリービーンズ,9.5,0,0,0.9,-,-,-,-,-,原材料配合割合から推計
15112,2208,＜キャンデー類＞ ブリットル,1.5,0.1,3.4,3.6,-,-,-,-,-,原材料配合割合から推計
15137,2211,＜チョコレート類＞ アーモンドチョコレート,2.0,0.9,5.2,6.1,-,-,-,-,-,原材料配合割合から推計
15114,2212,＜チョコレート類＞ カバーリングチョコレート,2.0,1.2,2.0,3.2,-,-,-,-,-,原材料配合割合から推計
15115,2213,＜チョコレート類＞ ホワイトチョコレート,0.8,0.6,0,0.6,-,-,-,-,-,
15116,2214,＜チョコレート類＞ ミルクチョコレート,0.5,1.0,2.9,3.9,-,-,-,-,-,
15138,2219,＜その他＞ カスタードクリーム,61.8,0.1,0.1,0.2,-,-,-,-,-,原材料配合割合から推計
15139,2220,＜その他＞ しるこ こしあん,46.1,0.1,3.1,3.2,-,-,-,-,-,原材料配合割合から推計
15140,2221,＜その他＞ しるこ つぶしあん,54.5,0.4,3.9,4.3,-,-,-,-,-,原材料配合割合から推計
15180,2222,＜その他＞ チョコレートクリーム,14.6,0.2,0.5,0.6,-,-,-,-,-,原材料配合割合から推計
16001,2223,＜アルコール飲料類＞ （醸造酒類） 清酒 普通酒,82.4,0,0,0,-,-,-,-,-,
16002,2224,＜アルコール飲料類＞ （醸造酒類） 清酒 純米酒,83.7,0,0,0,-,-,-,-,-,
16003,2225,＜アルコール飲料類＞ （醸造酒類） 清酒 本醸造酒,82.8,0,0,0,-,-,-,-,-,
16004,2226,＜アルコール飲料類＞ （醸造酒類） 清酒 吟醸酒,83.6,0,0,0,-,-,-,-,-,
16005,2227,＜アルコール飲料類＞ （醸造酒類） 清酒 純米吟醸酒,83.5,0,0,0,-,-,-,-,-,
16006,2228,＜アルコール飲料類＞ （醸造酒類） ビール 淡色,92.8,0,0,0,-,-,-,-,-,
16007,2229,＜アルコール飲料類＞ （醸造酒類） ビール 黒,91.6,0.2,0,0.2,-,-,-,-,-,
16008,2230,＜アルコール飲料類＞ （醸造酒類） ビール スタウト,88.4,0.3,0,0.3,-,-,-,-,-,
16009,2231,＜アルコール飲料類＞ （醸造酒類） 発泡酒,92.0,0,0,0,-,-,-,-,-,
16012,2234,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 ロゼ,87.4,0,0,0,-,-,-,-,-,
16013,2235,＜アルコール飲料類＞ （醸造酒類） 紹興酒,78.8,Tr,0,Tr,-,-,-,-,-,
16059,2256,＜アルコール飲料類＞ （混成酒類） 缶チューハイ レモン風味,91.4,Tr,Tr,0.1,-,-,-,-,-,
16033,2257,＜茶類＞ （緑茶類） 玉露 茶,3.1,5.0,38.9,43.9,-,-,-,-,-,
16035,2259,＜茶類＞ （緑茶類） 抹茶 茶,5.0,6.6,31.9,38.5,-,-,-,-,-,
16036,2260,＜茶類＞ （緑茶類） せん茶 茶,2.8,3.0,43.5,46.5,-,-,-,-,-,
16041,2265,＜茶類＞ （緑茶類） 玄米茶 浸出液,99.9,0,0,0,-,-,-,-,-,
16043,2267,＜茶類＞ （発酵茶類） 紅茶 茶,6.2,4.4,33.7,38.1,-,-,-,-,-,
16048,2272,＜コーヒー・ココア類＞ ココア ピュアココア,4.0,5.6,18.3,23.9,-,-,-,-,-,
16049,2273,＜コーヒー・ココア類＞ ココア ミルクココア,1.6,1.3,4.2,5.5,-,-,-,-,-,
16056,2274,＜その他＞ 青汁 ケール,2.3,12.8,15.2,28.0,-,-,-,-,-,
16050,2275,＜その他＞ 甘酒,79.7,0.1,0.3,0.4,-,-,-,-,-,
16051,2276,＜その他＞ 昆布茶,1.4,2.0,0.8,2.8,-,-,-,-,-,
16057,2277,＜その他＞ スポーツドリンク,94.7,Tr,0,Tr,-,-,-,-,-,
17001,2284,＜調味料類＞ （ウスターソース類） ウスターソース,61.3,0.3,0.2,0.5,-,-,-,-,-,
17002,2285,＜調味料類＞ （ウスターソース類） 中濃ソース,60.9,0.5,0.5,1.0,-,-,-,-,-,
17003,2286,＜調味料類＞ （ウスターソース類） 濃厚ソース,60.7,0.5,0.5,1.0,-,-,-,-,-,
17085,2287,＜調味料類＞ （ウスターソース類） お好み焼きソース,58.1,0.4,0.5,0.9,-,-,-,-,-,
17004,2288,＜調味料類＞ （辛味調味料類） トウバンジャン,69.7,0.6,3.7,4.3,-,-,-,-,-,
17139,2294,＜調味料類＞ （しょうゆ類） うすくちしょうゆ 低塩,70.9,-,-,-,-,-,Tr,Tr,Tr,
17017,2310,＜調味料類＞ （食酢類） 果実酢 ぶどう酢,93.7,0,0,0,-,-,-,-,-,
17130,2312,＜調味料類＞ （だし類） あごだし,99.8,Tr,0,Tr,-,-,-,-,-,
17019,2313,＜調味料類＞ （だし類） かつおだし 荒節,99.4,0,0,0,-,-,-,-,-,
17131,2314,＜調味料類＞ （だし類） かつおだし 本枯れ節,99.4,0,0,0,-,-,-,-,-,
17132,2316,＜調味料類＞ （だし類） 昆布だし 煮出し,98.1,0.1,0,0.1,-,-,-,-,-,
17148,2318,＜調味料類＞ （だし類） かつお・昆布だし 本枯れ節・昆布だし,99.2,Tr,-,Tr,-,-,-,-,-,
17027,2324,＜調味料類＞ （だし類） 固形ブイヨン,0.8,0.3,0,0.3,-,-,-,-,-,
17028,2327,＜調味料類＞ （だし類） 顆粒和風だし,1.6,0,0,0,-,-,-,-,-,
17143,2333,＜調味料類＞ （だし類） ラーメンスープ 濃縮 みそ味 ストレートみそ味,48.4,0.2,1.3,1.6,-,-,-,-,-,原材料配合割合から推計
17095,2335,＜調味料類＞ （調味ソース類） エビチリの素,85.8,0.2,0.5,0.6,-,-,-,-,-,原材料配合割合から推計
17031,2336,＜調味料類＞ （調味ソース類） オイスターソース,61.6,0.2,0,0.2,-,-,-,-,-,
17133,2338,＜調味料類＞ （調味ソース類） 魚醤油 いかなごしょうゆ,63.0,Tr,0,Tr,-,-,-,-,-,
17134,2339,＜調味料類＞ （調味ソース類） 魚醤油 いしる （いしり）,61.2,0.3,Tr,0.3,-,-,-,-,-,
17135,2340,＜調味料類＞ （調味ソース類） 魚醤油 しょっつる,69.4,0.1,Tr,0.1,-,-,-,-,-,
17097,2342,＜調味料類＞ （調味ソース類） ごま酢,53.2,0.4,1.5,1.9,-,-,-,-,-,原材料配合割合から推計
17098,2343,＜調味料類＞ （調味ソース類） ごまだれ,40.7,0.5,2.5,3.0,-,-,-,-,-,原材料配合割合から推計
17104,2349,＜調味料類＞ （調味ソース類） 中華風合わせ酢,60.5,0,Tr,Tr,-,-,-,-,-,原材料配合割合から推計
17106,2351,＜調味料類＞ （調味ソース類） テンメンジャン,37.5,1.2,1.9,3.1,-,-,-,-,-,
17109,2353,＜調味料類＞ （調味ソース類） ホワイトソース,81.7,0.2,0.2,0.4,-,-,-,-,-,
17110,2354,＜調味料類＞ （調味ソース類） ぽん酢しょうゆ,82.1,0.2,0.1,0.2,-,-,-,-,-,原材料配合割合から推計
17137,2355,＜調味料類＞ （調味ソース類） ぽん酢しょうゆ 市販品,77.0,0.2,0.1,0.3,-,-,-,-,-,原材料配合割合から推計
17144,2359,＜調味料類＞ （調味ソース類） 焼きそば粉末ソース,0.1,-,-,-,1.1,1.5,0.6,0.1,3.3,
17113,2361,＜調味料類＞ （調味ソース類） 焼き肉のたれ,52.4,0.1,0.3,0.4,-,-,-,-,-,原材料配合割合から推計
17115,2363,＜調味料類＞ （調味ソース類） ゆずこしょう,64.5,2.3,3.9,6.2,-,-,-,-,-,
17034,2364,＜調味料類＞ （トマト加工品類） トマトピューレー,86.9,1.0,0.8,1.8,-,-,-,-,-,
17035,2365,＜調味料類＞ （トマト加工品類） トマトペースト,71.3,2.4,2.3,4.7,-,-,-,-,-,
17036,2366,＜調味料類＞ （トマト加工品類） トマトケチャップ,66.0,0.6,1.2,1.7,-,-,-,-,-,
17037,2367,＜調味料類＞ （トマト加工品類） トマトソース,87.1,0.3,0.8,1.1,-,-,-,-,-,
17038,2368,＜調味料類＞ （トマト加工品類） チリソース,67.3,0.8,1.1,1.9,-,-,-,-,-,
17118,2371,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズタイプ調味料 低カロリータイプ,60.9,0.7,Tr,0.8,-,-,-,-,-,
17116,2373,＜調味料類＞ （ドレッシング類） 分離液状ドレッシング 和風ドレッシング 分離液状,69.4,Tr,0.2,0.2,-,-,-,-,-,原材料配合割合から推計
17039,2374,＜調味料類＞ （ドレッシング類） 分離液状ドレッシング 和風ドレッシングタイプ調味料 ノンオイルタイプ,71.8,0.2,0,0.2,-,-,-,-,-,
17117,2375,＜調味料類＞ （ドレッシング類） 乳化液状ドレッシング ごまドレッシング,38.1,0.2,0.7,0.8,-,-,-,-,-,原材料配合割合から推計
17041,2376,＜調味料類＞ （ドレッシング類） 乳化液状ドレッシング サウザンアイランドドレッシング,44.1,0.1,0.3,0.4,-,-,-,-,-,原材料配合割合から推計
17044,2378,＜調味料類＞ （みそ類） 米みそ 甘みそ,42.6,0.3,5.3,5.6,-,-,-,-,-,
17045,2379,＜調味料類＞ （みそ類） 米みそ 淡色辛みそ,45.4,0.6,4.3,4.9,-,-,-,-,-,
17046,2380,＜調味料類＞ （みそ類） 米みそ 赤色辛みそ,45.7,0.6,3.5,4.1,-,-,-,-,-,
17120,2381,＜調味料類＞ （みそ類） 米みそ だし入りみそ,49.9,0.5,3.6,4.1,-,-,-,-,-,
17145,2382,＜調味料類＞ （みそ類） 米みそ だし入りみそ 減塩,52.5,-,-,-,1.0,0.9,3.0,0.1,4.9,
17047,2383,＜調味料類＞ （みそ類） 麦みそ,44.0,0.7,5.6,6.3,-,-,-,-,-,
17048,2384,＜調味料類＞ （みそ類） 豆みそ,44.9,2.2,4.3,6.5,-,-,-,-,-,
17119,2385,＜調味料類＞ （みそ類） 減塩みそ,46.0,0.9,3.5,4.3,-,-,-,-,-,
17049,2386,＜調味料類＞ （みそ類） 即席みそ 粉末タイプ,2.4,1.1,5.5,6.6,-,-,-,-,-,
17050,2387,＜調味料類＞ （みそ類） 即席みそ ペーストタイプ,61.5,0.5,2.2,2.8,-,-,-,-,-,
17121,2388,＜調味料類＞ （みそ類） 辛子酢みそ,43.6,0.1,2.5,2.7,-,-,-,-,-,原材料配合割合から推計
17122,2389,＜調味料類＞ （みそ類） ごまみそ,42.7,0.6,4.9,5.5,-,-,-,-,-,原材料配合割合から推計
17123,2390,＜調味料類＞ （みそ類） 酢みそ,44.2,0.2,2.7,2.8,-,-,-,-,-,原材料配合割合から推計
17124,2391,＜調味料類＞ （みそ類） 練りみそ,29.9,0.2,3.0,3.2,-,-,-,-,-,原材料配合割合から推計
17051,2392,＜調味料類＞ （ルウ類） カレールウ,3.0,1.2,2.5,3.7,1.2,1.7,3.4,-,6.4,
17052,2393,＜調味料類＞ （ルウ類） ハヤシルウ,2.2,1.4,1.1,2.5,-,-,-,-,-,
17125,2394,＜調味料類＞ （その他） お茶漬けの素 さけ,2.9,0.3,1.0,3.5,-,-,-,-,-,原材料配合割合から推計
17136,2395,＜調味料類＞ （その他） キムチの素,58.2,1.0,2.7,3.6,-,-,-,-,-,
17053,2396,＜調味料類＞ （その他） 酒かす,51.1,0,5.2,5.2,-,-,-,-,-,
17126,2397,＜調味料類＞ （その他） 即席すまし汁,2.8,0.2,0.9,3.3,-,-,-,-,-,原材料配合割合から推計
17127,2398,＜調味料類＞ （その他） ふりかけ たまご,2.5,0.7,2.5,5.1,-,-,-,-,-,原材料配合割合から推計
17138,2400,＜調味料類＞ （その他） 料理酒,82.4,0,0,0,-,-,-,-,-,
17061,2407,＜香辛料類＞ カレー粉,5.7,6.5,30.4,36.9,-,-,-,-,-,
17082,2429,＜その他＞ 酵母 パン酵母 圧搾,68.1,0.8,9.5,10.3,-,-,-,-,-,
17083,2430,＜その他＞ 酵母 パン酵母 乾燥,8.7,2.5,30.1,32.6,-,-,-,-,-,
18024,2432,和風料理 和え物類 青菜の白和え,79.7,0.4,2.0,2.4,-,-,-,-,-,原材料配合割合から推計
18025,2433,和風料理 和え物類 いんげんのごま和え,81.4,0.6,2.2,2.8,-,-,-,-,-,原材料配合割合から推計
18026,2434,和風料理 和え物類 わかめとねぎの酢みそ和え,76.3,0.5,1.6,2.5,-,-,-,-,-,原材料配合割合から推計
18028,2435,和風料理 汁物類 とん汁,94.4,0.2,0.4,0.5,-,-,-,-,-,原材料配合割合から推計
18027,2436,和風料理 酢の物類 紅白なます,90.3,0.3,0.6,0.9,-,-,-,-,-,原材料配合割合から推計
18029,2437,和風料理 煮物類 卯の花いり,79.1,0.3,4.8,5.1,-,-,-,-,-,原材料配合割合から推計
18030,2438,和風料理 煮物類 親子丼の具,79.4,0.1,0.2,0.4,-,-,-,-,-,原材料配合割合から推計
18031,2439,和風料理 煮物類 牛飯の具,78.8,0.2,0.7,1.0,-,-,-,-,-,原材料配合割合から推計
18032,2440,和風料理 煮物類 切り干し大根の煮物,88.2,0.3,1.6,2.0,-,-,-,-,-,原材料配合割合から推計
18033,2441,和風料理 煮物類 きんぴらごぼう,81.6,1.3,1.9,3.2,-,-,-,-,-,原材料配合割合から推計
18034,2442,和風料理 煮物類 ぜんまいのいため煮,82.3,0.3,1.9,2.2,-,-,-,-,-,原材料配合割合から推計
18035,2443,和風料理 煮物類 筑前煮,80.4,0.5,1.3,1.8,-,-,-,-,-,原材料配合割合から推計
18036,2444,和風料理 煮物類 肉じゃが,79.6,0.4,0.9,1.3,-,-,-,-,-,原材料配合割合から推計
18037,2445,和風料理 煮物類 ひじきのいため煮,80.8,0.1,0.4,3.4,-,-,-,-,-,原材料配合割合から推計
18038,2446,和風料理 その他 アジの南蛮漬け,78.0,0.2,0.8,0.9,-,-,-,-,-,原材料配合割合から推計
18023,2447,和風料理 その他 松前漬け しょうゆ漬,51.2,-,-,1.6,-,-,-,-,-,
18040,2448,洋風料理 カレー類 チキンカレー,75.2,0.4,0.8,1.2,-,-,-,-,-,原材料配合割合から推計
18001,2449,洋風料理 カレー類 ビーフカレー,78.5,0.3,0.6,0.9,-,-,-,-,-,原材料配合割合から推計
18041,2450,洋風料理 カレー類 ポークカレー,79.2,0.3,0.6,0.9,-,-,-,-,-,原材料配合割合から推計
18043,2451,洋風料理 コロッケ類 カニクリームコロッケ,54.6,0.4,0.6,1.0,-,-,-,-,-,原材料配合割合から推計
18044,2452,洋風料理 コロッケ類 コーンクリームコロッケ,54.1,0.4,1.0,1.4,-,-,-,-,-,原材料配合割合から推計
18018,2453,洋風料理 コロッケ類 ポテトコロッケ,55.5,0.7,1.3,2.0,-,-,-,-,-,原材料配合割合から推計
18045,2454,洋風料理 シチュー類 チキンシチュー,76.7,0.3,0.8,1.2,-,-,-,-,-,原材料配合割合から推計
18011,2455,洋風料理 シチュー類 ビーフシチュー,74.9,0.2,0.5,0.7,-,-,-,-,-,原材料配合割合から推計
18015,2456,洋風料理 素揚げ類 ミートボール,62.1,0.5,0.9,1.3,-,-,-,-,-,原材料配合割合から推計
18042,2457,洋風料理 スープ類 かぼちゃのクリームスープ,83.3,0.3,1.0,1.3,-,-,-,-,-,原材料配合割合から推計
18005,2458,洋風料理 スープ類 コーンクリームスープ コーンクリームスープ,86.0,0.1,0.4,0.6,-,-,-,-,-,原材料配合割合から推計
18050,2460,洋風料理 ハンバーグステーキ類 合いびきハンバーグ,62.8,0.4,0.7,1.1,-,-,-,-,-,原材料配合割合から推計
18051,2461,洋風料理 ハンバーグステーキ類 チキンハンバーグ,67.0,0.4,0.6,1.0,-,-,-,-,-,原材料配合割合から推計
18052,2462,洋風料理 ハンバーグステーキ類 豆腐ハンバーグ,71.2,0.4,0.9,1.3,-,-,-,-,-,原材料配合割合から推計
18019,2463,洋風料理 フライ類 いかフライ,54.9,0.4,0.5,0.9,-,-,-,-,-,原材料配合割合から推計
18020,2464,洋風料理 フライ類 えびフライ,50.5,0.4,0.6,1.0,-,-,-,-,-,原材料配合割合から推計
18022,2466,洋風料理 フライ類 メンチカツ,50.3,0.6,1.1,1.7,-,-,-,-,-,原材料配合割合から推計
18003,2473,洋風料理 その他 えびグラタン,74.1,0.2,0.6,0.9,-,-,-,-,-,
18014,2474,洋風料理 その他 えびピラフ,62.9,0.1,0.5,0.6,0.7,Tr,0.4,-,1.2,
18002,2475,中国料理 点心類 ぎょうざ,57.8,0.5,0.9,1.5,-,-,-,-,-,原材料配合割合から推計
18012,2476,中国料理 点心類 しゅうまい,60.2,0.6,1.1,1.7,-,-,-,-,-,原材料配合割合から推計
18046,2477,中国料理 点心類 中華ちまき,59.5,Tr,0.5,0.5,-,-,-,-,-,原材料配合割合から推計
18047,2478,中国料理 菜類 酢豚,83.4,0.2,0.6,0.8,-,-,-,-,-,原材料配合割合から推計
18048,2479,中国料理 菜類 八宝菜,86.0,0.2,0.7,0.9,-,-,-,-,-,原材料配合割合から推計
18049,2480,中国料理 菜類 麻婆豆腐,80.0,0.1,0.4,0.5,0.3,0.2,0.3,-,0.7,原材料配合割合から推計
18039,2481,韓国料理 和え物類 もやしのナムル,84.4,0.5,2.1,2.7,-,-,-,-,-,原材料配合割合から推計